"chave","Cidade","UF","lat","lon","Mes","Predito","Limite.Inferior","Limite.Superior","codigo","nome_mes"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,12,37.02,34.8,39.63,"2700102","Dez"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,11,30.42,27.86,32.7,"2700102","Nov"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,10,28.83,26.93,30.89,"2700102","Out"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,9,32.94,30.99,35.61,"2700102","Set"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,8,42.01,37.5,45.9,"2700102","Ago"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,7,54.02,46.46,58.85,"2700102","Jul"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,6,65.46,56.26,71.56,"2700102","Jun"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,5,72.39,63.31,80.13,"2700102","Mai"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,4,73.34,65.23,81.57,"2700102","Abr"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,3,68.28,62,75.43,"2700102","Mar"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,2,58.58,54.38,64.1,"2700102","Fev"
"AGUA BRANCA - AL","AGUA BRANCA "," AL",-9.26472222,-37.93805555,1,47.11,44.35,51.08,"2700102","Jan"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,12,51.5,44.81,56.19,"2900702","Dez"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,11,45.2,39.98,49.54,"2900702","Nov"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,10,39.08,35.39,42.98,"2900702","Out"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,9,35.69,32.27,39.92,"2900702","Set"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,8,36.3,32.25,40.79,"2900702","Ago"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,7,41.3,36.67,45.15,"2900702","Jul"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,6,48.58,43.94,52.23,"2900702","Jun"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,5,56.33,49.23,58.91,"2900702","Mai"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,4,61.57,52.35,64.48,"2900702","Abr"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,3,63.16,52.73,66.85,"2900702","Mar"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,2,61.13,51.07,65.37,"2900702","Fev"
"ALAGOINHAS - BA","ALAGOINHAS "," BA",-12.1486111,-38.42527777,1,56.96,48.39,61.74,"2900702","Jan"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,12,88.91,80.62,93.86,"2100501","Dez"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,11,74.58,68.52,78.49,"2100501","Nov"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,10,55.66,51.96,58.42,"2100501","Out"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,9,37.08,34.26,39.53,"2100501","Set"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,8,23.17,20.53,25.56,"2100501","Ago"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,7,16.94,14.28,20.1,"2100501","Jul"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,6,20.93,18.09,24.53,"2100501","Jun"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,5,34.41,31.82,37.97,"2100501","Mai"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,4,53.72,51.1,56.71,"2100501","Abr"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,3,73.76,69.14,78.49,"2100501","Mar"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,2,88.55,81.29,94.55,"2100501","Fev"
"ALTO PARNAIBA - MA","ALTO PARNAIBA "," MA",-9.10833333,-45.9486111,1,94.44,85.35,100.02,"2100501","Jan"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,12,48.33,46.15,51.36,"2401008","Dez"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,11,35.05,32.37,37.22,"2401008","Nov"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,10,25.69,22.27,27.63,"2401008","Out"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,9,18.72,15.55,21.38,"2401008","Set"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,8,17.68,14.41,20.7,"2401008","Ago"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,7,24.65,21.84,28.03,"2401008","Jul"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,6,39.37,36.04,42.97,"2401008","Jun"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,5,57.48,53.7,62.13,"2401008","Mai"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,4,73.6,68.41,78.44,"2401008","Abr"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,3,80.98,76.17,86.02,"2401008","Mar"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,2,78.04,73.51,82.78,"2401008","Fev"
"APODI - RN","APODI "," RN",-5.62666666,-37.815,1,65.33,61.64,69.1,"2401008","Jan"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,12,39.65,36.85,43.55,"2800308","Dez"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,11,35.21,31.98,37.94,"2800308","Nov"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,10,35.95,31.95,38.8,"2800308","Out"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,9,41.86,38.12,46.13,"2800308","Set"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,8,51.72,48.52,57.22,"2800308","Ago"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,7,62.94,59.23,68.2,"2800308","Jul"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,6,72.28,68.07,77.58,"2800308","Jun"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,5,77.38,72.91,82.95,"2800308","Mai"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,4,76.99,70.72,82.17,"2800308","Abr"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,3,70.86,64.42,75.63,"2800308","Mar"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,2,60.89,54.97,65.14,"2800308","Fev"
"ARACAJU - SE","ARACAJU "," SE",-10.9525,-37.05444444,1,49.07,44.63,53.31,"2800308","Jan"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,12,28.84,26.16,30.92,"2601201","Dez"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,11,22.34,20.55,24.31,"2601201","Nov"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,10,19.97,17.96,21.69,"2601201","Out"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,9,21.81,19.7,24.17,"2601201","Set"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,8,27.89,25.4,30.81,"2601201","Ago"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,7,36.2,33.03,40.19,"2601201","Jul"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,6,44.58,41.7,49.37,"2601201","Jun"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,5,51.13,48.17,56.18,"2601201","Mai"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,4,53.9,49.9,58.53,"2601201","Abr"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,3,51.77,47.75,55.67,"2601201","Mar"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,2,45.77,41.69,49.09,"2601201","Fev"
"ARCOVERDE - PE","ARCOVERDE "," PE",-8.433537,-37.055365,1,37.5,33.71,39.96,"2601201","Jan"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,12,34.32,31.01,43.35,"2501104","Dez"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,11,29.13,24.65,33.84,"2501104","Nov"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,10,29.99,24.76,33.45,"2501104","Out"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,9,36.41,31.7,41.27,"2501104","Set"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,8,47.33,42.11,52.83,"2501104","Ago"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,7,59.91,54.93,64.89,"2501104","Jul"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,6,70.42,64.84,75.02,"2501104","Jun"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,5,75.83,70.19,82.16,"2501104","Mai"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,4,75.04,69.64,83.35,"2501104","Abr"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,3,68.41,62.96,79.6,"2501104","Mar"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,2,57.31,52.79,70.08,"2501104","Fev"
"AREIA - PB","AREIA "," PB",-6.97555554,-35.71805554,1,44.74,41.07,56.72,"2501104","Jan"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,12,92.6,87.49,100.4,"2101202","Dez"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,11,70.52,66.16,76.85,"2101202","Nov"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,10,50.44,46.16,55.34,"2101202","Out"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,9,35.44,31.41,39.46,"2101202","Set"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,8,28.75,25.2,33.59,"2101202","Ago"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,7,33.25,29.84,38.63,"2101202","Jul"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,6,48.75,44.8,54.8,"2101202","Jun"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,5,71.83,66.6,77.25,"2101202","Mai"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,4,95.55,88.94,101.47,"2101202","Abr"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,3,112.93,105.53,120.4,"2101202","Mar"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,2,118.89,111.07,126.84,"2101202","Fev"
"BACABAL - MA","BACABAL "," MA",-4.21805554,-44.77583332,1,111.13,104.68,118.79,"2101202","Jan"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,12,92.56,86.24,101.07,"2101400","Dez"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,11,80.21,72.78,87.86,"2101400","Nov"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,10,61.31,53.78,66.55,"2101400","Out"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,9,42.02,35.08,45.81,"2101400","Set"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,8,27.97,21.6,30.95,"2101400","Ago"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,7,20.97,15.86,23.76,"2101400","Jul"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,6,22.35,19.51,25.15,"2101400","Jun"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,5,33.32,29.43,36.32,"2101400","Mai"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,4,50.93,45.93,54.85,"2101400","Abr"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,3,70.96,65.79,75.57,"2101400","Mar"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,2,87.42,81.96,92.63,"2101400","Fev"
"BALSAS - MA","BALSAS "," MA",-7.52944443,-46.04638888,1,95.22,89.93,102.79,"2101400","Jan"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,12,59.36,54.1,64.41,"2301901","Dez"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,11,36.86,32.85,40.06,"2301901","Nov"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,10,23.1,20.66,25.91,"2301901","Out"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,9,20.95,19.13,23.19,"2301901","Set"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,8,28.3,26.51,30.03,"2301901","Ago"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,7,40.84,38.99,42.85,"2301901","Jul"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,6,58.81,56.98,60.92,"2301901","Jun"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,5,82.99,80.13,85.69,"2301901","Mai"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,4,103.66,99.21,108.5,"2301901","Abr"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,3,111.19,105.87,118.25,"2301901","Mar"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,2,103.6,97.92,110.93,"2301901","Fev"
"BARBALHA - CE","BARBALHA "," CE",-7.30083333,-39.2711111,1,84.01,78.36,90.58,"2301901","Jan"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,12,61.3,57.11,66.71,"2902708","Dez"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,11,46.45,42.16,50.92,"2902708","Nov"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,10,31.22,26.88,33.31,"2902708","Out"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,9,19.01,15.94,21.82,"2902708","Set"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,8,13.55,12.25,17.78,"2902708","Ago"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,7,16.45,14.6,20.8,"2902708","Jul"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,6,24.94,23.06,28.91,"2902708","Jun"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,5,37.04,34.71,40.5,"2902708","Mai"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,4,51.58,49.31,54.31,"2902708","Abr"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,3,64.94,62.31,68.18,"2902708","Mar"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,2,72.19,68.2,76.86,"2902708","Fev"
"BARRA - BA","BARRA "," BA",-11.084858,-43.138998,1,70.81,66.38,76.87,"2902708","Jan"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,12,86.47,80.88,91.44,"2101608","Dez"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,11,71.39,66.33,75.01,"2101608","Nov"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,10,53.28,49.03,55.67,"2101608","Out"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,9,36.97,33.18,39.03,"2101608","Set"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,8,25.41,22.02,27.83,"2101608","Ago"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,7,20.97,17.74,23.71,"2101608","Jul"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,6,25.57,22.06,29.26,"2101608","Jun"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,5,38.26,33.67,43.24,"2101608","Mai"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,4,56.73,51.14,63.14,"2101608","Abr"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,3,75.94,69.82,82.51,"2101608","Mar"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,2,89.7,83.25,95.88,"2101608","Fev"
"BARRA DO CORDA - MA","BARRA DO CORDA "," MA",-5.50638888,-45.23722221,1,93.6,87.52,99.47,"2101608","Jan"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,12,75.83,71.29,80.28,"2903201","Dez"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,11,56.75,53.12,61.74,"2903201","Nov"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,10,36.67,34.14,40.48,"2903201","Out"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,9,21.71,19.38,24.12,"2903201","Set"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,8,15.47,13.64,17.53,"2903201","Ago"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,7,18.63,16.47,20.5,"2903201","Jul"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,6,28.51,26.31,29.89,"2903201","Jun"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,5,42.99,40.34,45.1,"2903201","Mai"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,4,60.89,56.95,64.32,"2903201","Abr"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,3,78.36,73.77,82.73,"2903201","Mar"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,2,88.99,84.04,93.4,"2903201","Fev"
"BARREIRAS - BA","BARREIRAS "," BA",-12.155843,-45.008269,1,87.79,83.31,92.29,"2903201","Jan"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,12,70.1,65.42,74.15,"2201903","Dez"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,11,51.16,47.94,56.04,"2201903","Nov"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,10,33.33,29.91,40.22,"2201903","Out"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,9,21.94,18.46,28.94,"2201903","Set"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,8,18.47,16.28,24.21,"2201903","Ago"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,7,23.49,21.54,27.14,"2201903","Jul"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,6,34.95,32.19,37.5,"2201903","Jun"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,5,51.2,45.4,53.68,"2201903","Mai"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,4,69.58,60.4,73.63,"2201903","Abr"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,3,83.99,73.75,89.64,"2201903","Mar"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,2,89.2,80.03,95.88,"2201903","Fev"
"BOM JESUS - PI","BOM JESUS "," PI",-9.06611111,-44.36527777,1,84.02,77.14,89.87,"2201903","Jan"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,12,72.92,69.59,75.89,"2903904","Dez"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,11,62.96,60.7,65.56,"2903904","Nov"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,10,48.32,46.55,49.73,"2903904","Out"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,9,33.85,32.82,34.85,"2903904","Set"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,8,23.28,22.23,23.99,"2903904","Ago"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,7,16.71,15.57,17.98,"2903904","Jul"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,6,15.99,14.36,17.62,"2903904","Jun"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,5,22.52,20.3,24.49,"2903904","Mai"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,4,35.37,33.16,37.53,"2903904","Abr"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,3,50.94,48.73,53.91,"2903904","Mar"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,2,65.28,62.86,68.94,"2903904","Fev"
"BOM JESUS DA LAPA - BA","BOM JESUS DA LAPA "," BA",-13.251097,-43.405365,1,73.73,70.03,77.15,"2903904","Jan"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,12,40.1,36.09,45.43,"2503209","Dez"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,11,43.01,39.43,47.39,"2503209","Nov"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,10,54.84,51.5,58.29,"2503209","Out"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,9,74,70.5,77.28,"2503209","Set"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,8,96.94,92.77,101.04,"2503209","Ago"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,7,117.19,112.69,122.32,"2503209","Jul"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,6,128.35,122.9,136.25,"2503209","Jun"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,5,126.34,120.72,136.22,"2503209","Mai"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,4,111.78,106.2,122.36,"2503209","Abr"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,3,89.4,83.9,98.3,"2503209","Mar"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,2,65.9,61.18,72.61,"2503209","Fev"
"CABEDELO - PB","CABEDELO "," PB",-7.09527777,-34.8486111,1,48.27,43.52,53.86,"2503209","Jan"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,12,33.5,29.79,37.17,"2603009","Dez"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,11,22.15,19.17,24.94,"2603009","Nov"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,10,15,13.32,16.68,"2603009","Out"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,9,13.52,12.03,16.18,"2603009","Set"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,8,17.84,16.28,21.71,"2603009","Ago"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,7,25.89,24.06,30.61,"2603009","Jul"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,6,36.09,33.85,41.58,"2603009","Jun"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,5,46.46,43.82,52.43,"2603009","Mai"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,4,55.06,51.57,60.28,"2603009","Abr"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,3,58.78,54.71,63.52,"2603009","Mar"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,2,55.38,51.62,60.52,"2603009","Fev"
"CABROBO - PE","CABROBO "," PE",-8.50388888,-39.31527777,1,45.88,42.11,50.48,"2603009","Jan"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,12,29.45,23.39,31.86,"2504009","Dez"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,11,22.99,18.96,25.51,"2504009","Nov"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,10,21.27,19.38,23.53,"2504009","Out"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,9,24.17,22.1,27.77,"2504009","Set"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,8,31.73,28.74,37,"2504009","Ago"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,7,41.46,37.61,46.77,"2504009","Jul"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,6,50.6,46.85,54.9,"2504009","Jun"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,5,57.18,52.01,61.33,"2504009","Mai"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,4,58.94,52.82,63.8,"2504009","Abr"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,3,55.41,48.96,60.14,"2504009","Mar"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,2,48.32,40.78,51.94,"2504009","Fev"
"CAMPINA GRANDE - PB","CAMPINA GRANDE "," PB",-7.22555554,-35.90472222,1,38.95,31.54,41.55,"2504009","Jan"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,12,76.23,66.46,87.84,"2906303","Dez"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,11,72.65,63.19,84.66,"2906303","Nov"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,10,70.29,59.12,81.89,"2906303","Out"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,9,70.52,54.84,79.26,"2906303","Set"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,8,71.78,54.83,79.32,"2906303","Ago"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,7,74.35,59.34,81.88,"2906303","Jul"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,6,76.83,67.26,84.6,"2906303","Jun"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,5,79.76,72.75,88.76,"2906303","Mai"
"CANAVIEIRAS - BA","CANAVIEIRAS "," BA",-15.67333332,-38.96111111,4,81.97,73.4,95.11,"2906303","Abr"
